S.NO,ZONE ,DISTRICT,CLUSTER,SCHOOL NAME ,BOARD,STUDENT STRENGTH,PRIORITY,CORRESPONDENT/ PRINCIPAL,MOBILE NUMBERS,AREA,Procurement Month ,Lead Status,Last Visit,Next Follow-Up,Assigned Canvasser,Expected Order Value,Remarks
,,,,Savithri Vidyasala Hindu Girls Higher Secondary School (Private Wing),Matriculation,,,,,Amma Mandapam Road,,,,,,,
,,,,Seva Sangam Girls Higher Secondary School (Self-Finance Block),Matriculation,,,,,Lawson's Road,,,,,,,
,,,,RSK Higher Secondary School (Private Wing),CBSE,,,,,Kailasapuram,,,,,,,
,,,Trichy West,Kamala Niketan Montessori School,CBSE,,,,,Collector's Office Road,,,,,,,
,,,,St. John's Vestry Anglo-Indian Higher Secondary School (Private Wing),Anglo-Indian / State,,,,,Cantonment,,,,,,,
,,,,Alpha Plus Matriculation Higher Secondary School,Matriculation,,,,,K K Nagar,,,,,,,
,,,,Care International School,CBSE,,,,,Trichy-Madurai Bypass Road,,,,,,,
,,,,Santhanam Vidhyalaya Senior Secondary School,CBSE,,,,,Kallikudi,,,,,,,
,,,,The Higher Secondary School for Boys (Private Section),Matriculation,,,,,Teppakulam West,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Tennur,,,,,,,
,,,,Sri Akilandeswari Vidyalaya Matriculation Link,Matriculation,,,,,Allithurai,,,,,,,
,,Thanjavur,Thanjavur Block,Kamala Subramaniam Higher Secondary School,Matriculation,,,,,Vallarai Main Road,,,,,,,
,,,,Maharishi Vidya Mandir,CBSE,,,,,Nanjikottai Road,,,,,,,
,,,,St. Joseph's Matriculation Higher Secondary School,Matriculation,,,,,Trichy Road,,,,,,,
,,,,Maxwell Public School,CBSE,,,,,Pudukkottai Road,,,,,,,
,,,,Yagappa International School,CBSE / IGCSE Link,,,,,Yagappa Nagar,,,,,,,
,,,,Our Lady of Health Matriculation Higher Sec School,Matriculation,,,,,Mariamman Kovil Stretches,,,,,,,
,,,,Kalyanasundaram Higher Secondary School (Private Wing),Matriculation,,,,,Bus Stand Road,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Sri Venkateswara Matriculation School,Matriculation,,,,,Medical College Road,,,,,,,
,,,,Plato's Primary Academy,CBSE Link,,,,,Pillaiyarpatti,,,,,,,
,,,Budalur Block,Our Lady of Health Matriculation School,Matriculation,,,,,Budalur Main Road,,,,,,,
,,,,Sri Ramakrishna Vidyalaya Nursery & Primary School,Matriculation,,,,,Sengipatti Link Road,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,St. Joseph's Primary Feeder Camp,Matriculation,,,,,Budalur Local,,,,,,,
,,,,Vivekananda Nursery and Primary School,Matriculation,,,,,Budalur Town Boundary,,,,,,,
,,,Thiruvaiyaru Block,Amalraj Matriculation Higher Secondary School,Matriculation,,,,,West Main Street,,,,,,,
,,,,Immaculate Matriculation School,Matriculation,,,,,Thiruvaiyaru Town,,,,,,,
,,,,Swamy Abedhanandha Vidhyashram CBSE School,CBSE,,,,,Thiruvaiyaru Rural Stretches,,,,,,,
,,,,Sri Srinivasa Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Avvai Kottam Avvai School (Private Wing),Matriculation,,,,,Thiruvaiyaru Extension,,,,,,,
,,,,New National Nursery and Primary School,Matriculation,,,,,Thiruvaiyaru Interior,,,,,,,
,,,Papanasam Block,St. Joseph's Matriculation Higher Secondary School,Matriculation,,,,,Papanasam Town Main,,,,,,,
,,,,Sacred Heart Matriculation Higher Secondary School,Matriculation,,,,,Kabisthalam Road Link,,,,,,,
,,,,Sri Ramakrishna Vidyalaya School,CBSE Link,,,,,Papanasam Extension,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,St. Mary's Nursery and Primary School,Matriculation,,,,,Ayyampettai Stretch,,,,,,,
,,,,Sri Vivekananda Primary School,Matriculation,,,,,Papanasam Interior,,,,,,,
,,,Kumbakonam Block,Christ King Matriculation Higher Secondary School,Matriculation,,,,,Swamimalai Road,,,,,,,
,,,,Maharishi Vidya Mandir,CBSE,,,,,Asur Bypass Road,,,,,,,
,,,,Little Flower Higher Secondary School (Private Wing),Matriculation,,,,,TSR Big Street,,,,,,,
,,,,Narayana e-Techno School,CBSE,,,,,Palavathankattalai,,,,,,,
,,,,St. Joseph's Girls Matric Higher Secondary School,Matriculation,,,,,Moorthi Ramasamy Street,,,,,,,
,,,,A.R.R. Matriculation Higher Secondary School,Matriculation,,,,,Srinivasanallur,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Sri Saraswathi Vidyalaya School,CBSE Link,,,,,Darasuram Link Road,,,,,,,
,,,,Vidhya Niketan Matriculation School,Matriculation,,,,,Kumbakonam Town,,,,,,,
,,,Thiruvidaimarudur Block,T.E.L.C. Dr. Ambedkar Matriculation School,Matriculation,,,,,Aduthurai Main Road,,,,,,,
,,,,Srinivasa Matriculation Higher Secondary School,Matriculation,,,,,Thiruvidaimarudur Town Main,,,,,,,
,,,,Sri Ramakrishna Vidyalaya School Link,CBSE Link,,,,,Maruthuvakudi Stretches,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,St. Joseph's Primary School,Matriculation,,,,,Thiruvidaimarudur Local,,,,,,,
,,,,Al-Ameen Nursery and Primary School,Matriculation,,,,,Thiruvidaimarudur Interior,,,,,,,
,,,Ammapettai Block,St. Joseph's Matriculation Higher Secondary School,Matriculation,,,,,Ammapettai Town Main,,,,,,,
,,,,Sri Ramakrishna Vidyalaya School,Matriculation,,,,,Saliamangalam Road Link,,,,,,,
,,,,Brindavan Public School,CBSE Link,,,,,Ammapettai Extension,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Sri Vivekananda Nursery and Primary School,Matriculation,,,,,Ammapettai Local,,,,,,,
,,,,Infant Jesus Primary School,Matriculation,,,,,Ammapettai Interior,,,,,,,
,,,Orathanadu Block,Vandayar Matriculation Higher Secondary School,Matriculation,,,,,Mannargudi Road,,,,,,,
,,,,Sri Venkateswara Matriculation Higher Secondary School,Matriculation,,,,,Orathanadu Town Main,,,,,,,
,,,,Brindavan Vidyalaya CBSE Campus,CBSE Link,,,,,Thanjavur Highway Link,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,St. Joseph's Nursery & Primary School,Matriculation,,,,,Orathanadu Extension,,,,,,,
,,,,Sri Vivekananda Primary School,Matriculation,,,,,Orathanadu Interior,,,,,,,
,,,Pattukkottai Block,Brilliant C.B.S.E School,CBSE,,,,,Naduvikkadu,,,,,,,
,,,,Laurel Higher Secondary School,Matriculation,,,,,Mudalcheri,,,,,,,
,,,,D V Public School,CBSE,,,,,Ponnavarayankottai,,,,,,,
,,,,Maxwell Matriculation Higher Secondary School,Matriculation,,,,,Nadimuthu Nagar,,,,,,,
,,,,Bon Secours Public School,CBSE,,,,,Arrivu Nagar,,,,,,,
,,,,London Krishnamoorthi Matric Higher Secondary School,Matriculation,,,,,Pattukkottai Main,,,,,,,
,,,,Thai Tamil Nursery & Primary School,Matriculation,,,,,Pattukkottai Urban,,,,,,,
,,,,Pioneer Public School,CBSE,,,,,Pannavayal Road,,,,,,,
,,,Peravurani Block,Dr. J.C. Kumarappa Matriculation Higher Secondary School,Matriculation,,,,,Aranthangi Road,,,,,,,
,,,,Venkateshwara Matriculation Higher Secondary School,Matriculation,,,,,Peravurani Town Main,,,,,,,
,,,,Sri Ramakrishna Vidyalaya CBSE Campus,CBSE Link,,,,,Pattukkottai Road Link,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,St. Joseph's Nursery & Primary School,Matriculation,,,,,Peravurani Extension,,,,,,,
,,,,Muthu Tamil Nursery and Primary School,Matriculation,,,,,Peravurani Interior,,,,,,,
,,Nagapattinam,Nagapattinam Block,National Senior Secondary School,CBSE,,,,,Public Office Road,,,,,,,
,,,,Nirmala Matriculation Higher Secondary School,Matriculation,,,,,Velankanni Road,,,,,,,
,,,,E G S Pillay Matriculation Higher Secondary School,Matriculation,,,,,Nagore Road,,,,,,,
,,,,Amrita Vidyalayam,CBSE,,,,,Keechankuppam Link,,,,,,,
,,,,St. Joseph's Girls Matric Higher Secondary School,Matriculation,,,,,Nagapattinam Town Main,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Sri Ramakrishna Vidyalaya School,CBSE Link,,,,,Nagapattinam Extension,,,,,,,
,,,,Venus Nursery and Primary School,Matriculation,,,,,Nagapattinam Interior,,,,,,,
,,,Kilvelur Block,Sri Ramakrishna Matriculation School,Matriculation,,,,,Kilvelur Town Main,,,,,,,
,,,,Brindavan Public School Link,CBSE Link,,,,,Tiruvarur-Nagapattinam Highway Link,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,St. Joseph's Primary School,Matriculation,,,,,Kilvelur Local,,,,,,,
,,,,Ananda Nursery and Primary School,Matriculation,,,,,Kilvelur Interior,,,,,,,
,,,Thirumarugal Block,Akr Matric Hr.Sec.School,Matriculation,,,,,Enangudi,,,,,,,
,,,,Al-Aman Crescent Matric Hr Sec School,Matriculation,,,,,Enangudi Local,,,,,,,
,,,,Nallanda Matriculation School,Matriculation,,,,,Panangudi Stretches,,,,,,,
,,,,Sri Vivekanantha Nursery & Primary School,Matriculation,,,,,Thirumarugal Town Main,,,,,,,
,,,,Sri Kamatchi Nursery & Primary School,Matriculation,,,,,Thirumarugal Interior,,,,,,,
,,,,Jacee Nursery & Primary School,Matriculation,,,,,Thittachery,,,,,,,
,,,,Cambridge Nursery & Primary School,Matriculation,,,,,Sathamangalam,,,,,,,
,,,,Leo Nursery & Primary School,Matriculation,,,,,Vowalady,,,,,,,
,,,,Little Flower Nursery & Primary School,Matriculation,,,,,Kangalanchery,,,,,,,
,,,,Vallalar Nursery & Primary School,Matriculation,,,,,Thirumarugal Local,,,,,,,
,,,,Proposed Smart NewGen School Layout,CBSE Link,,,,,Thittachery Road Link,,,,,,,
,,,Keelaiyur Block,Our Lady of Velankanni Matric Higher Secondary School,Matriculation,,,,,Velankanni Town Link,,,,,,,
,,,,Infant Jesus Nursery & Primary School,Matriculation,,,,,Keelaiyur Town Main,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Sri Ramakrishna Vidyalaya School Campus,CBSE Link,,,,,Nagapattinam Highway Link,,,,,,,
,,,,St. Joseph's Primary School,Matriculation,,,,,Keelaiyur Local,,,,,,,
,,,,Venus Nursery and Primary School,Matriculation,,,,,Keelaiyur Interior,,,,,,,
,,,Vedaranyam Block,S.K.V. Matriculation Higher Secondary School,Matriculation,,,,,Thopputhurai Road,,,,,,,
,,,,Kasturba Gandhi Balika Vidyalaya (Private/Self-Finance Wing),Matriculation,,,,,Vedaranyam Town Main,,,,,,,
,,,,Sri Ramakrishna Vidyalaya School Campus,CBSE Link,,,,,Nagapattinam Highway Link,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,St. Joseph's Primary School,Matriculation,,,,,Vedaranyam Local,,,,,,,
,,,,Saraswathi Nursery and Primary School,Matriculation,,,,,Vedaranyam Interior,,,,,,,
,,Mayiladuthurai,Mayiladuthurai Block,Guru Gyan Matriculation Higher Secondary School,Matriculation,,,,,Koorainadu,,,,,,,
,,,,Raj Matriculation Higher Secondary School,Matriculation,,,,,Pattamangalam Street,,,,,,,
,,,,Amrita Vidyalayam,CBSE,,,,,Tiruvarur Road Link,,,,,,,
,,,,St. Mary's Girls Matriculation School,Matriculation,,,,,Mayiladuthurai Town Main,,,,,,,
,,,,Balaji Vidyalaya CBSE School,CBSE,,,,,Manakudi,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Sri Ramakrishna Vidyalaya Campus Link,CBSE Link,,,,,Mayiladuthurai Extension,,,,,,,
,,,,Venus Nursery and Primary School,Matriculation,,,,,Mayiladuthurai Interior,,,,,,,
,,,Kuthalam Block,Star Matriculation Higher Secondary School,Matriculation,,,,,Kuthalam Town Main,,,,,,,
,,,,Sri Ramakrishna Vidyalaya School Campus,CBSE Link,,,,,Kumbakonam-Mayiladuthurai Road Link,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,St. Joseph's Primary School,Matriculation,,,,,Kuthalam Local,,,,,,,
,,,,Saraswathi Nursery and Primary School,Matriculation,,,,,Kuthalam Interior,,,,,,,
,,,Sirkazhi Block,Best Matriculation Higher Secondary School,Matriculation,,,,,Chidambaram Road,,,,,,,
,,,,Subam CBSE School,CBSE,,,,,Puthur Link,,,,,,,
,,,,Srinivasa Matriculation Higher Secondary School,Matriculation,,,,,Sirkazhi Town Main,,,,,,,
,,,,SMH Matriculation School,Matriculation,,,,,Thenpathi,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Sri Ramakrishna Vidyalaya School Campus,CBSE Link,,,,,Sirkazhi Extension,,,,,,,
,,,,St. Joseph's Nursery and Primary School,Matriculation,,,,,Sirkazhi Interior,,,,,,,
,,,Kollidam Block,Subam Matriculation Higher Secondary School Link,Matriculation,,,,,Sirkazhi-Kollidam Highway Link,,,,,,,
,,,,Best Nursery & Primary School Campus,Matriculation,,,,,Kollamandal Road,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Sri Ramakrishna Vidyalaya School Campus,CBSE Link,,,,,Kollidam Town Main,,,,,,,
,,,,St. Joseph's Primary School,Matriculation,,,,,Kollidam Local,,,,,,,
,,,,Vivekananda Nursery and Primary School,Matriculation,,,,,Kollidam Interior,,,,,,,
,,,Sembanarkoil Block,Imperial Matriculation Higher Secondary School,Matriculation,,,,,Sankaranpanandal Road,,,,,,,
,,,,Ideal Matriculation Higher Secondary School,Matriculation,,,,,Sembanarkoil Town Main,,,,,,,
,,,,Sri Ramakrishna Vidyalaya School Campus,CBSE Link,,,,,Mayiladuthurai Highway Link,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,St. Joseph's Primary School,Matriculation,,,,,Sembanarkoil Local,,,,,,,
,,,,Saraswathi Nursery and Primary School,Matriculation,,,,,Sembanarkoil Interior,,,,,,,
,,Perambalur,Perambalur East,Dhanalakshmi Srinivasan Matric Hr Sec School,Matriculation,,,,,Thuraimangalam,,,,,,,
,,,,Roever Central School,CBSE,,,,,Elambalur Road,,,,,,,
,,,,Golden Gates Matric Higher Secondary School,Matriculation,,,,,Perambalur Town East,,,,,,,
,,,,Eden Garden CBSE School,CBSE,,,,,Attur Road Link,,,,,,,
,,,,Thangam Matriculation School,Matriculation,,,,,Madhanagopalapuram,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Sri Ramakrishna Vidyalaya School Campus,CBSE Link,,,,,Perambalur Extension,,,,,,,
,,,,St. Joseph's Nursery and Primary School,Matriculation,,,,,Elambalur Link,,,,,,,
,,,Perambalur West,Dhanalakshmi Srinivasan Higher Secondary School (Private Wing),Matriculation,,,,,Trichy Main Road,,,,,,,
,,,,St. Domnic's Matriculation Higher Secondary School,Matriculation,,,,,Ammaiyappan Nagar,,,,,,,
,,,,Hans Rover Public School,CBSE,,,,,Valikandapuram Road,,,,,,,
,,,,Santhanam Vidhyalaya School Campus,CBSE Link,,,,,Perambalur West Extension,,,,,,,
,,,,National Nursery & Primary School,Matriculation,,,,,Sanyasipuram,,,,,,,
,,,,Sri Vivekananda School Layout,Matriculation,,,,,Perambalur West Town,,,,,,,
,,,,Little Flower Nursery & Primary School,Matriculation,,,,,Four Roads Junction,,,,,,,
,,,Siruvachur,Dhanalakshmi Srinivasan Matric Hr Sec School (Camp Link),Matriculation,,,,,Trichy-Chennai Highway Link,,,,,,,
,,,,Roever School Campus Layout,CBSE Link,,,,,Siruvachur Bypass Area,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Sri Vivekananda Nursery & Primary School,Matriculation,,,,,Siruvachur Main Town,,,,,,,
,,,,St. Joseph's Primary Feeder School,Matriculation,,,,,Siruvachur Interior,,,,,,,
,,,Esanai,Dhanalakshmi Srinivasan School Campus Link,Matriculation,,,,,Esanai Main Road,,,,,,,
,,,,Sri Vivekananda Nursery & Primary School,Matriculation,,,,,Esanai Town Main,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,St. Joseph's Primary Feeder School,Matriculation,,,,,Esanai Interior,,,,,,,
,,,Paramathi Velur,Kongu Matriculation Higher Secondary School Velur,Matriculation,,,,,"Bypass Road, Velur",,,,,,,
,,,,Malar Public School,CBSE,,,,,Paramathi-Velur Stretches,,,,,,,
,,,,K. S. Maniam Vidhya Bhavan,CBSE,,,,,"Valasupalaym, Irukkur",,,,,,,
,,,,Malar Matric Higher Secondary School,Matriculation,,,,,Paramathi Town Main,,,,,,,
,,,,The Leaders Kidz School,CBSE Link,,,,,"Karur Bypass Road, Velur",,,,,,,
,,,,Kaaveri Viddhya Bhavan Matric Higher Secondary School,Matriculation,,,,,Olappalayam,,,,,,,
,,,,Apple Nursery and Primary School,Matriculation,,,,,Pagulamugi Amman Street,,,,,,,
,,,,R N Oxford Matriculation School,Matriculation,,,,,Velur Town Main,,,,,,,
,,,,Chanakya Hi-tech Matriculation School,Matriculation,,,,,Velur Local Boundaries,,,,,,,
,,,,Shri Senthur International School,CBSE Link,,,,,Pothanur Layout,,,,,,,
,,,Elambalur,Roever Central School,CBSE,,,,,Elambalur Main Road,,,,,,,
,,,,Hans Roever Public School,CBSE,,,,,Valikandapuram Road Link,,,,,,,
,,,,Roever Matriculation Higher Secondary School,Matriculation,,,,,Elambalur Educational Campus,,,,,,,
,,,,Thangam Matriculation School Link,Matriculation,,,,,Elambalur Bypass Stretches,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,St. Joseph's Primary Feeder Camp,Matriculation,,,,,Elambalur Rural Link,,,,,,,
,,,Ammapalayam,MRV Higher Secondary School,State Board,,,,,Melapuliyur Road Link,,,,,,,
,,,,Sri Ramakrishna Nursery & Primary School,Matriculation,,,,,Ammapalayam Town Main,,,,,,,
,,,,Aadhav Public School Link,CBSE Link,,,,,Thuraiyur-Chennai Bypass Link,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,St. Joseph's Primary Feeder School,Matriculation,,,,,Ammapalayam Interior,,,,,,,
,,,Ladapuram,Dhanalakshmi Srinivasan School Link Campus,Matriculation,,,,,Ladapuram Main Road,,,,,,,
,,,,Sri Vivekananda Nursery & Primary School,Matriculation,,,,,Ladapuram Town Main,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,St. Joseph's Primary Feeder School,Matriculation,,,,,Ladapuram Interior,,,,,,,
,,,Kurumbalur,Swamy Vivegananda Matric Higher Secondary School,Matriculation,,,,,Kurumbalur Town Main,,,,,,,
,,,,Malar Matriculation School,Matriculation,,,,,Ladapuram Road Link,,,,,,,
,,,,Lakshmi Vidhyalam Nursery & Primary School,Matriculation,,,,,Kurumbalur Local,,,,,,,
,,,,Thanthai Roever School of Excellence Link,CBSE Link,,,,,Perambalur Road Link,,,,,,,
,,,,Sri Sathyasai Baba Nursery School,Matriculation,,,,,Kurumbalur Town,,,,,,,
,,,,Mother Teresa Nursery And Primary School,Matriculation,,,,,Kurumbalur Interior,,,,,,,
,,Ariyalur,T. Palur Block,National Matriculation Higher Secondary School Link,Matriculation,,,,,Jayankondam-T. Palur Road Link,,,,,,,
,,,,Sri Vivekananda Nursery & Primary School,Matriculation,,,,,T. Palur Town Main,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Santhanam Vidhyalaya Campus Layout,CBSE Link,,,,,T. Palur Extension,,,,,,,
,,,,St. Joseph's Primary Feeder School,Matriculation,,,,,T. Palur Interior,,,,,,,
,,,Andimadam Block,Mahatma Matriculation Higher Secondary School,Matriculation,,,,,Jayankondam Road,,,,,,,
,,,,Sri Vivekananda Nursery & Primary School,Matriculation,,,,,Andimadam Town Main,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Elite NewGen Campus Layout,CBSE Link,,,,,Andimadam Extension,,,,,,,
,,,,St. Joseph's Primary Feeder School,Matriculation,,,,,Andimadam Interior,,,,,,,
,,,Sendurai Block,Vidhya Deepam Matriculation Higher Secondary School Link,Matriculation,,,,,Ariyalur-Sendurai Road Link,,,,,,,
,,,,Sri Vivekananda Nursery & Primary School,Matriculation,,,,,Sendurai Town Main,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Santhanam Vidhyalaya School Layout,CBSE Link,,,,,Sendurai Extension,,,,,,,
,,,,St. Joseph's Primary Feeder School,Matriculation,,,,,Sendurai Interior,,,,,,,
,,,Thirumanur Block,Sri Sowdambikaa Matriculation School Link,Matriculation,,,,,Ariyalur-Thirumanur Main Road,,,,,,,
,,,,Sri Vivekananda Nursery & Primary School,Matriculation,,,,,Thirumanur Town Main,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,St. Joseph's Primary School,Matriculation,,,,,Thirumanur Local,,,,,,,
,,,,Green Valley Primary Feeder Camp,CBSE Link,,,,,Elakurichi Stretches,,,,,,,
,,,,Maruthi Nursery and Primary School,Matriculation,,,,,Thirumanur Interior,,,,,,,
,,,Ariyalur Block,Montfort School,CBSE,,,,,Trichy Road,,,,,,,
,,,,Nirmala Matriculation Higher Secondary School,Matriculation,,,,,Jayankondam Road,,,,,,,
,,,,Vidhya Deepam Matriculation Higher Secondary School,Matriculation,,,,,Sendurai Road,,,,,,,
,,,,Maharishi Vidya Mandir,CBSE,,,,,Perambalur Road Link,,,,,,,
,,,,St. Mary's Girls Matriculation School,Matriculation,,,,,Ariyalur Town Main,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Sri Ramakrishna Vidyalaya School,CBSE Link,,,,,Ariyalur Extension,,,,,,,
,,,,Venus Nursery and Primary School,Matriculation,,,,,Ariyalur Interior,,,,,,,
,,Karur,K. Paramathi Block,Cheran Matriculation Higher Secondary School Link,Matriculation,,,,,Paramathi Road Link,,,,,,,
,,,,Malar Public School Layout,CBSE Link,,,,,K. Paramathi Extension,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Sri Vivekananda Nursery & Primary School,Matriculation,,,,,K. Paramathi Main Town,,,,,,,
,,,,St. Joseph's Primary Feeder School,Matriculation,,,,,K. Paramathi Interior,,,,,,,
,,,Aravakurichi Block,Arumugam Academy Matric Higher Secondary School,Matriculation,,,,,Pallapatti Road,,,,,,,
,,,,BSP School,CBSE,,,,,Dharapuram Road,,,,,,,
,,,,Uswathun Hasana Islamic International School,CBSE,,,,,"Lingamanayakkanpatty, Pallapatti",,,,,,,
,,,,Ishethra International Residential School,CBSE / International,,,,,Pungambadi West,,,,,,,
,,,,Good Shepherd Nursery & Primary School,Matriculation,,,,,Bazaar Street,,,,,,,
,,,,Easma Nursery & Primary School,Matriculation,,,,,Aravakurichi Main Town,,,,,,,
,,,,Venus Nursery and Primary School,Matriculation,,,,,Pallapatti Town,,,,,,,
